Rank,Company,Ticker,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Newcomer_to_the_Fortune500,Global500,Best_Companies,Number_of_employees,MarketCap_March31_M,Revenues_M,RevenuePercentChange,Profits_M,ProfitsPercentChange,Assets_M,CEO,Country,HeadquartersCity,HeadquartersState,Website,CompanyType,Footnote,MarketCap_Updated_M,Updated
867,Carter's,CRI,Apparel,Apparel,yes,no,no,no,-113,no,yes,n/a,no,no,15500,2708,3213,-7.9,250,-26.4,2440,Michael D. Casey,U.S.,Atlanta,GA,www.carters.com,Public,"Market value as of March 31, 2023.",2708,6/5/2023
868,Coinbase Global,COIN,Financials,Securities,no,yes,no,yes,-431,no,yes,n/a,no,no,4510,15641,3194,-59.3,-2625,-172.4,89725,Brian Armstrong,U.S.,Wilmington,DE,www.coinbase.com,Public,"A remote-first company since 2020, it has no principal executive office. Market value as of March 31, 2023.",15641,6/5/2023
869,Match Group,MTCH,Technology,Internet Services and Retailing,yes,no,no,yes,-33,no,yes,n/a,no,no,2710,10723,3189,6.9,362,30.3,4183,Bernard Kim,U.S.,Dallas,TX,www.mtch.com,Public,"Market value as of March 31, 2023.",10723,6/5/2023
870,Vontier,VNT,Technology,"Electronics, Electrical Equip.",yes,no,no,no,-37,no,yes,n/a,no,no,8100,4244,3184,6.5,401,-2.8,4343,Mark D. Morelli,U.S.,Raleigh,NC,www.vontier.com,Public,"Market value as of March 31, 2023.",4244,6/5/2023
871,IDEX,IEX,Industrials,Industrial Machinery,yes,no,no,yes,16,yes,no,n/a,no,no,8868,17447,3182,15.1,587,30.6,5512,Eric D. Ashleman,U.S.,Northbrook,IL,www.idexcorp.com,Public,"Market value as of March 31, 2023.",17447,6/5/2023
872,Teradyne,TER,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,-146,no,yes,n/a,no,no,6500,16745,3155,-14.8,716,-29.5,3501,Gregory S. Smith,U.S.,North Reading,MA,www.teradyne.com,Public,"Market value as of March 31, 2023.",16745,6/5/2023
873,Deckers Outdoor,DECK,Apparel,Apparel,yes,no,no,yes,45,yes,no,n/a,no,no,4000,11850,3150,23.8,452,18.1,2332,David Powers,U.S.,Goleta,CA,www.deckers.com,Public,"Figures are for fiscal year ended March 31, 2022. Market value as of March 31, 2023.",11850,6/5/2023
874,Alight,ALIT,Business Services,Diversified Outsourcing Services,no,no,no,yes,-21,no,yes,n/a,no,no,18000,5132,3132,7.4,-62,,11235,Stephan D. Scholl,U.S.,Lincolnshire,IL,www.alight.com,Public,"Market value as of March 31, 2023.",5132,6/5/2023
875,Roku,ROKU,Media,Entertainment,no,yes,no,yes,14,yes,no,n/a,no,no,3600,9222,3127,13.1,-498,-305.5,4413,Anthony J. Wood,U.S.,San Jose,CA,www.roku.com,Public,"Market value as of March 31, 2023.",9222,6/5/2023
876,PC Connection,CNXN,Wholesalers,Wholesalers: Electronics and Office Equipment,yes,no,no,yes,-21,no,yes,n/a,no,no,2685,1183,3125,8,89,27.6,1100,Timothy J. McGrath,U.S.,Merrimack,NH,www.connection.com,Public,"Market value as of March 31, 2023.",1183,6/5/2023
877,Rackspace Technology,RXT,Technology,Internet Services and Retailing,no,no,no,yes,-49,no,yes,n/a,no,no,6800,400,3122,3.7,-805,,5457,Amar Maletira,U.S.,San Antonio,TX,www.rackspace.com,Public,"Market value as of March 31, 2023.",400,6/5/2023
878,Boston Properties,BXP,Financials,Real estate,yes,no,no,yes,-21,no,yes,n/a,no,no,780,8487,3109,7.6,849,68,24208,Owen D. Thomas,U.S.,Boston,MA,www.bxp.com,Public,"A real estate investment trust. Market value as of March 31, 2023.",8487,6/5/2023
879,AMC Networks,AMCX,Media,Entertainment,yes,no,yes,yes,-62,no,yes,n/a,no,no,1948,756,3097,0.6,8,-97,5634,Kristin A. Dolan,U.S.,New York,NY,www.amcnetworks.com,Public,"Market value as of March 31, 2023.",756,6/5/2023
880,Five Below,FIVE,Retailing,Specialty Retailers: Other,yes,no,no,yes,-16,no,yes,n/a,no,no,14200,11463,3076,8,262,-6.2,3325,Joel D. Anderson,U.S.,Philadelphia,PA,www.fivebelow.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",11463,6/5/2023
881,Stewart Information Services,STC,Financials,Insurance: Property and Casualty (Stock),yes,no,no,no,-97,no,yes,n/a,no,no,7100,1097,3069,-7.2,162,-49.8,2738,Frederick H. Eppinger,U.S.,Houston,TX,www.stewart.com,Public,"Market value as of March 31, 2023.",1097,6/5/2023
882,Matador Resources,MTDR,Energy,"Mining, Crude-Oil Production",yes,yes,no,yes,,,,n/a,no,no,360,5674,3058,83.9,1214,107.6,5555,Joseph Wm. Foran,U.S.,Dallas,TX,www.matadorresources.com,Public,"Market value as of March 31, 2023.",5674,6/5/2023
883,Crescent Energy,CRGY,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,,,,n/a,no,no,870,1888,3057,107,97,,6020,David C. Rockecharlie,U.S.,Houston,TX,www.crescentenergyco.com,Public,"Market value as of March 31, 2023.",1888,6/5/2023
884,Energizer Holdings,ENR,Household Products,Household and Personal Products,no,no,no,no,-58,no,yes,n/a,no,no,5500,2479,3050,0.9,-232,-243.9,4572,Mark S. LaVigne,U.S.,St. Louis,MO,www.energizerholdings.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",2479,6/5/2023
885,Vista Outdoor,VSTO,Business Services,Miscellaneous,yes,no,no,yes,90,yes,no,n/a,no,no,6900,1568,3045,36.8,473,77.9,2396,Gary L. McArthur,U.S.,Anoka,MN,www.vistaoutdoor.com,Public,"Figures are for fiscal year ended March 31, 2022. Market value as of March 31, 2023.",1568,6/5/2023
886,Moog,MOGA,Aerospace & Defense,Aerospace & Defense,yes,no,no,no,-24,no,yes,n/a,no,no,14000,3203,3036,6.4,155,-1.3,3432,Patrick J. Roche,U.S.,East Aurora,NY,www.moog.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",3203,6/5/2023
887,Verisk Analytics,VRSK,Business Services,Financial Data Services,yes,no,no,no,-58,no,yes,n/a,no,no,7000,29680,3034,1.2,954,43.2,6961,Lee M. Shavel,U.S.,Jersey City,NJ,www.verisk.com,Public,"Includes revenues from discontinued operations. Market value as of March 31, 2023.",29680,6/5/2023
888,FTI Consulting,FCN,Business Services,Diversified Outsourcing Services,yes,no,no,yes,-6,no,yes,n/a,no,no,7635,6695,3029,9.1,236,0.2,3241,Steven H. Gunby,U.S.,Washington,DC,www.fticonsulting.com,Public,"Market value as of March 31, 2023.",6695,6/5/2023
889,Ensign Group,ENSG,Health Care,Health Care: Medical Facilities,yes,no,no,yes,15,yes,no,n/a,no,no,29900,5338,3026,15.1,225,15.4,3452,Barry R. Port,U.S.,San Juan Capistrano,CA,www.ensigngroup.net,Public,"Market value as of March 31, 2023.",5338,6/5/2023
890,Encore Wire,WIRE,Industrials,"Electronics, Electrical Equip.",yes,no,no,yes,20,yes,no,n/a,no,no,1672,3329,3018,16.4,718,32.6,2019,Daniel L. Jones,U.S.,McKinney,TX,www.encorewire.com,Public,"Market value as of March 31, 2023.",3329,6/5/2023
891,Western Alliance Bancorp.,WAL,Financials,Commercial Banks,yes,no,no,yes,,,,n/a,no,no,3365,3896,3016,46.2,1057,17.6,67734,Kenneth A. Vecchione,U.S.,Phoenix,AZ,www.westernalliancebancorporation.com,Public,"Market value as of March 31, 2023.",3896,6/5/2023
892,Griffon,GFF,Materials,"Building Materials, Glass",no,no,no,no,27,yes,no,n/a,no,no,6200,1831,3010,18.4,-192,-341.8,2817,Ronald J. Kramer,U.S.,New York,NY,www.griffon.com,Public,"Includes revenues from discontinued operations. Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",1831,6/5/2023
893,MYR Group,MYRG,Engineering & Construction,Engineering & Construction,yes,no,no,yes,29,yes,no,n/a,no,no,8500,2100,3009,20.4,83,-1.9,1399,Richard S. Swartz,U.S.,Thornton,CO,www.myrgroup.com,Public,"Market value as of March 31, 2023.",2100,6/5/2023
894,SkyWest,SKYW,Transportation,Airlines,yes,no,no,no,,,,n/a,no,no,12717,1082,3005,10.7,73,-34.8,7415,Russell A. Childs,U.S.,St. George,UT,www.skywest.com,Public,"Market value as of March 31, 2023.",1082,6/5/2023
895,ITT,ITT,Industrials,Industrial Machinery,yes,no,no,yes,-9,no,yes,n/a,no,no,10300,7146,2988,8.1,367,16,3780,Luca Savi,U.S.,Stamford,CT,www.itt.com,Public,"Market value as of March 31, 2023.",7146,6/5/2023
896,Greenbrier,GBX,Transportation,Transportation Equipment,yes,no,yes,yes,,,,n/a,no,no,14400,1055,2978,70.4,47,44.4,3852,Lorie L. Tekorius,U.S.,Lake Oswego,OR,www.gbrx.com,Public,"Figures are for fiscal year ended Aug. 31, 2022. Market value as of March 31, 2023.",1055,6/5/2023
897,Waters,WAT,Technology,"Scientific, Photographic and Control Equipment",yes,no,no,yes,-20,no,yes,n/a,no,no,8200,18251,2972,6.7,708,2.2,3282,Udit Batra,U.S.,Milford,MA,www.waters.com,Public,"Market value as of March 31, 2023.",18251,6/5/2023
898,AdaptHealth,AHCO,Health Care,Wholesalers: Health Care,yes,no,no,yes,28,yes,no,n/a,no,no,10900,1684,2971,20.5,69,-55.6,5220,Crispin Teufel,U.S.,Plymouth Meeting,PA,www.adapthealth.com,Public,"Market value as of March 31, 2023.",1684,6/5/2023
899,Sun Communities,SUI,Financials,Real estate,yes,no,no,yes,65,yes,no,n/a,no,no,7397,17531,2970,30.7,242,-36.3,17084,Gary A. Shiffman,U.S.,Southfield,MI,www.suncommunities.com,Public,"A real estate investment trust. Market value as of March 31, 2023.",17531,6/5/2023
900,Caleres,CAL,Retailing,Specialty Retailers: Apparel,yes,no,no,yes,-19,no,yes,n/a,no,no,7300,771,2968,6.9,182,32.6,1837,John W. Schmidt,U.S.,St. Louis,MO,www.caleres.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",771,6/5/2023
901,Gannett,GCI,Media,"Publishing, Printing",no,no,no,no,-100,no,yes,n/a,no,no,14200,273,2945,-8.2,-78,,2394,Michael E. Reed,U.S.,McLean,VA,www.gannett.com,Public,"Market value as of March 31, 2023.",273,6/5/2023
902,Hillenbrand,HI,Industrials,Industrial Machinery,yes,no,yes,yes,-42,no,yes,n/a,no,no,11000,3298,2941,2.7,209,-16.4,3868,Kimberly K. Ryan,U.S.,Batesville,IN,www.hillenbrand.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",3298,6/5/2023
903,Hovnanian Enterprises,HOV,Engineering & Construction,Homebuilders,yes,no,no,yes,-24,no,yes,n/a,no,no,1866,407,2922,5,226,-62.9,2562,Ara K. Hovnanian,U.S.,Matawan,NJ,www.khov.com,Public,"Figures are for fiscal year ended Oct. 31, 2022. Market value as of March 31, 2023.",407,6/5/2023
904,Americold Realty Trust,COLD,Financials,Real estate,no,no,no,no,-11,no,yes,n/a,no,no,15329,7684,2915,7.4,-19,,8105,George F. Chappelle Jr.,U.S.,Atlanta,GA,www.americold.com,Public,"A real estate investment trust. Market value as of March 31, 2023.",7684,6/5/2023
905,DexCom,DXCM,Health Care,Medical Products and Equipment,yes,no,no,yes,24,yes,no,n/a,no,no,7550,44894,2910,18.8,341,120.6,5392,Kevin R. Sayer,U.S.,San Diego,CA,www.dexcom.com,Public,"Market value as of March 31, 2023.",44894,6/5/2023
906,New Jersey Resources,NJR,Energy,Utilities: Gas and Electric,yes,no,no,yes,83,yes,no,n/a,no,no,1288,5154,2906,34.7,275,133.2,6261,Jim Abrahamson,U.S.,Wall,NJ,www.njresources.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",5154,6/5/2023
907,V2X,VVX,Aerospace & Defense,Aerospace & Defense,no,no,no,yes,,,,n/a,no,no,15400,1232,2891,62.1,-14,-131.3,3233,Charles L. Prow,U.S.,McLean,VA,www.gov2x.com,Public,"Acquired Vertex Cos. and changed name from Vectrus, July 5, 2022. Market value as of March 31, 2023.",1232,6/5/2023
908,West Pharmaceutical Services,WST,Health Care,Medical Products and Equipment,yes,no,no,yes,-39,no,yes,n/a,no,no,10700,25732,2887,2,586,-11.5,3617,Eric M. Green,U.S.,Exton,PA,www.westpharma.com,Public,"Market value as of March 31, 2023.",25732,6/5/2023
909,Benchmark Electronics,BHE,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,59,yes,no,n/a,no,no,11873,834,2886,28,68,90.7,2227,Jeffrey W. Benck,U.S.,Tempe,AZ,www.bench.com,Public,"Market value as of March 31, 2023.",834,6/5/2023
910,Light & Wonder,LNW,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,no,yes,-128,no,yes,n/a,no,no,6100,5465,2883,-12.9,3675,890.6,6009,Matthew R. Wilson,U.S.,Las Vegas,NV,www.lnw.com,Public,"Includes revenues from discontinued operations. Market value as of March 31, 2023.",5465,6/5/2023
911,Vertex Energy,VTNR,Energy,Petroleum Refining,no,yes,no,yes,,,,n/a,no,no,497,748,2877,981.6,-5,,689,Benjamin P. Cowart,U.S.,Houston,TX,www.vertexenergy.com,Public,"Includes revenues from discontinued operations. Market value as of March 31, 2023.",748,6/5/2023
912,Federated Mutual Insurance,,Financials,Insurance: Property and Casualty (Mutual),yes,no,no,yes,-5,no,yes,n/a,no,no,2786,,2858,9.4,408,27.5,11218,Michael G. Kerr,U.S.,Owatonna,MN,www.federatedinsurance.com,Private,"Market value as of March 31, 2021.",,6/5/2023
913,Brookdale Senior Living,BKD,Health Care,Health Care: Medical Facilities,no,no,yes,yes,-22,no,yes,n/a,no,no,30600,552,2825,2.4,-238,,5937,Lucinda M. Baier,U.S.,Brentwood,TN,www.brookdale.com,Public,"Market value as of March 31, 2023.",552,6/5/2023
914,AppLovin,APP,Technology,Computer Software,no,yes,no,yes,-38,no,yes,n/a,no,no,1691,5928,2817,0.9,-193,-643.8,5848,Adam Foroughi,U.S.,Palo Alto,CA,www.applovin.com,Public,"Market value as of March 31, 2023.",5928,6/5/2023
915,Cross Country Healthcare,CCRN,Health Care,Health Care: Pharmacy and Other Services,yes,no,no,yes,,,,n/a,no,no,2700,822,2807,67.4,189,42.8,948,John R. Martins,U.S.,Boca Raton,FL,www.crosscountry.com,Public,"Market value as of March 31, 2023.",822,6/5/2023
916,Atlassian,TEAM,Technology,Computer Software,no,yes,no,yes,,,,n/a,no,yes,8813,43869,2803,34.2,-614,,3361,Michael Cannon-Brookes/Scott Farquhar,U.S.,San Francisco,CA,www.atlassian.com,Public,"Completed the U.S. Domestication to change its publicly traded parent company from a company incorporated under the laws of England and Wales to a Delaware corporation, Sept. 30, 2022. Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",43869,6/5/2023
917,Pinterest,PINS,Technology,Internet Services and Retailing,no,no,no,yes,-4,no,yes,n/a,no,no,3987,18649,2803,8.7,-96,-130.4,3863,William J. Ready,U.S.,San Francisco,CA,investor.pinterestinc.com,Public,"Market value as of March 31, 2023.",18649,6/5/2023
918,Bio-Rad Laboratories,BIO,Technology,"Scientific, Photographic and Control Equipment",no,no,no,yes,-68,no,yes,n/a,no,no,8200,14101,2802,-4.1,-3628,-185.3,13502,Norman D. Schwartz,U.S.,Hercules,CA,www.bio-rad.com,Public,"Market value as of March 31, 2023.",14101,6/5/2023
919,Gen Digital,GEN,Technology,Computer Software,yes,no,no,no,-2,no,yes,n/a,no,no,2700,10968,2796,9.6,836,50.9,6943,Vincent Pilette,U.S.,Tempe,AZ,www.gendigital.com,Public,"Changed name from NortonLifeLock, Nov. 7, 2022. Figures are for fiscal year ended March 31, 2022. Market value as of March 31, 2023.",10968,6/5/2023
920,Saia,SAIA,Transportation,"Trucking, Truck Leasing",yes,no,no,yes,41,yes,no,n/a,no,no,12300,7218,2792,22,357,41.1,2175,Frederick J. Holzgrefe III,U.S.,Johns Creek,GA,www.saia.com,Public,"Market value as of March 31, 2023.",7218,6/5/2023
921,Teleflex,TFX,Health Care,Medical Products and Equipment,yes,no,no,yes,-48,no,yes,n/a,no,no,15500,11897,2791,-0.7,363,-25.2,6928,Liam J. Kelly,U.S.,Wayne,PA,www.teleflex.com,Public,"Market value as of March 31, 2023.",11897,6/5/2023
922,Genesis Energy,GEL,Energy,Pipelines,yes,no,no,yes,72,yes,no,n/a,no,no,2099,1380,2789,31.2,76,,6366,Grant E. Sims,U.S.,Houston,TX,www.genesisenergy.com,Public,"A partnership. Market value as of March 31, 2023.",1380,6/5/2023
923,Viasat,VSAT,Technology,Network and Other Communications Equipment,no,yes,no,yes,44,yes,no,n/a,no,no,7000,2585,2788,23.6,-16,-520.9,6389,Mark D. Dankberg,U.S.,Carlsbad,CA,www.viasat.com,Public,"Figures are for fiscal year ended March 31, 2022. Market value as of March 31, 2023.",2585,6/5/2023
924,Kirby,KEX,Transportation,Shipping,yes,no,no,yes,47,yes,no,n/a,no,no,5200,4183,2785,24,122,,5555,David W. Grzebinski,U.S.,Houston,TX,www.kirbycorp.com,Public,"Market value as of March 31, 2023.",4183,6/5/2023
925,Evercore,EVR,Financials,Securities,yes,no,no,yes,-142,no,yes,n/a,no,no,2109,4454,2779,-16,477,-35.6,3621,John S. Weinberg,U.S.,New York,NY,www.evercore.com,Public,"Market value as of March 31, 2023.",4454,6/5/2023
926,Century Aluminum,CENX,Materials,Metals,no,no,no,no,53,yes,no,n/a,no,no,1956,923,2777,25.5,-14,,1472,Jesse E. Gary,U.S.,Chicago,IL,www.centuryaluminum.com,Public,"Market value as of March 31, 2023.",923,6/5/2023
927,BrightView Holdings,BV,Business Services,Diversified Outsourcing Services,yes,no,no,yes,-11,no,yes,n/a,no,no,21700,526,2775,8.7,14,-69.8,3306,Andrew V. Masterman,U.S.,Blue Bell,PA,www.brightview.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",526,6/5/2023
928,Stepan,SCL,Chemicals,Chemicals,yes,no,no,yes,21,yes,no,n/a,no,no,2453,2298,2773,18.2,147,6.8,2433,Scott R. Behrens,U.S.,Northbrook,IL,www.stepan.com,Public,"Market value as of March 31, 2023.",2298,6/5/2023
929,Steelcase,SCS,Household Products,"Home Equipment, Furnishings",yes,no,yes,yes,-20,no,yes,n/a,no,no,12250,951,2773,6.8,4,-84.7,2261,Sara E. Armbruster,U.S.,Grand Rapids,MI,www.steelcase.com,Public,"Figures are for fiscal year ended Feb. 28, 2022. Market value as of March 31, 2023.",951,6/5/2023
930,Advanced Drainage Systems,WMS,Materials,"Building Materials, Glass",yes,no,no,yes,,,,n/a,no,no,5635,6841,2769,39.7,271,21,2650,D. Scott Barbour,U.S.,Hilliard,OH,www.adspipe.com,Public,"Figures are for fiscal year ended March 31, 2022. Market value as of March 31, 2023.",6841,6/5/2023
931,Allison Transmission Holdings,ALSN,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,yes,9,yes,no,n/a,no,no,3500,4172,2769,15.3,531,20.1,4671,David S. Graziosi,U.S.,Indianapolis,IN,www.allisontransmission.com,Public,"Market value as of March 31, 2023.",4172,6/5/2023
932,NewMarket,NEU,Chemicals,Chemicals,yes,no,no,no,15,yes,no,n/a,no,no,2058,3535,2765,17.3,280,46.4,2407,Thomas E. Gottwald,U.S.,Richmond,VA,www.newmarket.com,Public,"Market value as of March 31, 2023.",3535,6/5/2023
933,Pure Storage,PSTG,Technology,"Computers, Office Equipment",yes,no,no,yes,51,yes,no,n/a,no,no,5100,7719,2753,26.3,73,,3544,Charles H. Giancarlo,U.S.,Mountain View,CA,www.purestorage.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",7719,6/5/2023
934,Cano Health,CANO,Health Care,Health Care: Medical Facilities,no,yes,no,yes,0,no,no,n/a,no,no,4365,481,2739,70.2,-207,,1929,Mark Kent,U.S.,Miami,FL,www.canohealth.com,Public,"Market value as of March 31, 2023.",481,6/5/2023
935,Herc Holdings,HRI,Business Services,Equipment Leasing,yes,no,no,yes,,,,n/a,no,no,6600,3328,2739,32.1,330,47.2,5957,Lawrence H. Silber,U.S.,Bonita Springs,FL,www.hercrentals.com,Public,"Market value as of March 31, 2023.",3328,6/5/2023
936,Equity Residential,EQR,Financials,Real estate,yes,no,no,no,-8,no,yes,n/a,no,no,2400,22716,2735,11,777,-41.7,20218,Mark J. Parrell,U.S.,Chicago,IL,www.equityapartments.com,Public,"A real estate investment trust. Market value as of March 31, 2023.",22716,6/5/2023
937,Toast,TOST,Business Services,Financial Data Services,no,no,no,yes,,,,n/a,no,no,4500,9351,2731,60.2,-275,,1761,Christopher P. Comparato,U.S.,Boston,MA,www.toasttab.com,Public,"Market value as of March 31, 2023.",9351,6/5/2023
938,FirstCash Holdings,FCFS,Retailing,Specialty Retailers: Other,yes,no,no,yes,,,,n/a,no,no,18000,4415,2729,60.6,254,102.9,3905,Rick L. Wessel,U.S.,Fort Worth,TX,www.firstcash.com,Public,"Market value as of March 31, 2023.",4415,6/5/2023
939,Webster Financial,WBS,Financials,Commercial Banks,yes,no,no,yes,,,,n/a,no,no,4406,6885,2726,115.2,644,57.6,71278,John R. Ciulla,U.S.,Stamford,CT,investors.websterbank.com,Public,"Market value as of March 31, 2023.",6885,6/5/2023
940,Primerica,PRI,Financials,"Insurance: Life, Health (stock)",yes,no,no,no,-45,no,yes,n/a,no,no,2942,6312,2720,0.4,373,-0.1,15349,Glenn J. Williams,U.S.,Duluth,GA,www.primerica.com,Public,"Market value as of March 31, 2023.",6312,6/5/2023
941,Agilon health,AGL,Health Care,Health Care: Pharmacy and Other Services,no,no,no,yes,,,,n/a,no,no,747,9812,2709,47.2,-107,,1698,Steven J. Sell,U.S.,Austin,TX,www.agilonhealth.com,Public,"Includes revenues from discontinued operations. Market value as of March 31, 2023.",9812,6/5/2023
942,California Resources,CRC,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,,,,n/a,no,no,1060,2737,2707,43.3,524,-14.4,3967,Francisco J. Leon,U.S.,Long Beach,CA,www.crc.com,Public,"Market value as of March 31, 2023.",2737,6/5/2023
943,Newmark Group,NMRK,Financials,Real estate,yes,no,no,yes,-89,no,yes,n/a,no,no,6269,1230,2706,-6.9,83,-88.9,3941,Barry M. Gosin,U.S.,New York,NY,www.nmrk.com,Public,"A partnership. Market value as of March 31, 2023.",1230,6/5/2023
944,Stericycle,SRCL,Business Services,Waste Management,yes,no,yes,no,-42,no,yes,n/a,no,no,15360,4031,2705,2.2,56,,5334,Cindy J. Miller,U.S.,Bannockburn,IL,www.stericycle.com,Public,"Market value as of March 31, 2023.",4031,6/5/2023
945,F5,FFIV,Technology,Network and Other Communications Equipment,yes,no,no,yes,-37,no,yes,n/a,no,no,7054,8023,2696,3.6,322,-2.7,5276,Fran?ois Locoh-Donou,U.S.,Seattle,WA,www.f5.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",8023,6/5/2023
